cod,nome,uf
521490,NOVA ROMA,GO
431335,NOVA ROMA DO SUL,RS
171500,NOVA ROSALÂNDIA,TO
230930,NOVA RUSSAS,CE
411721,NOVA SANTA BÁRBARA,PR
510619,NOVA SANTA HELENA,MT
220795,NOVA SANTA RITA (PI),PI
431337,NOVA SANTA RITA (RS),RS
411722,NOVA SANTA ROSA,PR
314520,NOVA SERRANA,MG
292290,NOVA SOURE,BA
411727,NOVA TEBAS,PR
150500,NOVA TIMBOTEUA,PA
421150,NOVA TRENTO,SC
510624,NOVA UBIRATÃ,MT
313660,NOVA UNIÃO (MG),MG
110143,NOVA UNIÃO (RO),RO
320390,NOVA VENÉCIA,ES
521500,NOVA VENEZA (GO),GO
421160,NOVA VENEZA (SC),SC
292300,NOVA VIÇOSA,BA
510625,NOVA XAVANTINA,MT
353325,NOVAIS,SP
171510,NOVO ACORDO,TO
130320,NOVO AIRÃO,AM
171515,NOVO ALEGRE,TO
130330,NOVO ARIPUANÃ,AM
431349,NOVO BARREIRO,RS
521520,NOVO BRASIL,GO
431339,NOVO CABRAIS,RS
314530,NOVO CRUZEIRO,MG
521523,NOVO GAMA,GO
431340,NOVO HAMBURGO,RS
292303,NOVO HORIZONTE (BA),BA
421165,NOVO HORIZONTE (SC),SC
353350,NOVO HORIZONTE (SP),SP
510627,NOVO HORIZONTE DO NORTE,MT
110050,NOVO HORIZONTE DO OESTE,RO
500625,NOVO HORIZONTE DO SUL,MS
411729,NOVO ITACOLOMI,PR
171525,NOVO JARDIM,TO
270560,NOVO LINO,AL
431342,NOVO MACHADO,RS
510626,NOVO MUNDO,MT
230940,NOVO ORIENTE,CE
314535,NOVO ORIENTE DE MINAS,MG
220690,NOVO ORIENTE DO PIAUÍ,PI
521525,NOVO PLANALTO,GO
150503,NOVO PROGRESSO,PA
150506,NOVO REPARTIMENTO,PA
510631,NOVO SANTO ANTÔNIO (MT),MT
220695,NOVO SANTO ANTÔNIO (PI),PI
510628,NOVO SÃO JOAQUIM,MT
431344,NOVO TIRADENTES,RS
292305,NOVO TRIUNFO,BA
431346,NOVO XINGU,RS
314537,NOVORIZONTE,MG
353360,NUPORANGA,SP
150510,ÓBIDOS,PA
230945,OCARA,CE
353370,OCAUÇU,SP
220700,OEIRAS,PI
150520,OEIRAS DO PARÁ,PA
160050,OIAPOQUE,AP
314540,OLARIA,MG
353380,ÓLEO,SP
251040,OLHO D'ÁGUA,PB
210740,OLHO D'ÁGUA DAS CUNHÃS,MA
270570,OLHO D'ÁGUA DAS FLORES,AL
240840,OLHO D'ÁGUA DO BORGES,RN
270580,OLHO D'ÁGUA DO CASADO,AL
220710,OLHO D'ÁGUA DO PIAUÍ,PI
270590,OLHO D'ÁGUA GRANDE,AL
314545,OLHOS-D'ÁGUA,MG
353390,OLÍMPIA,SP
314550,OLÍMPIO NORONHA,MG
260960,OLINDA,PE
210745,OLINDA NOVA DO MARANHÃO,MA
292310,OLINDINA,BA
251050,OLIVEDOS,PB
314560,OLIVEIRA,MG
171550,OLIVEIRA DE FÁTIMA,TO
292320,OLIVEIRA DOS BREJINHOS,BA
314570,OLIVEIRA FORTES,MG
270600,OLIVENÇA,AL
314580,ONÇA DE PITANGUI,MG
353400,ONDA VERDE,SP
314585,ORATÓRIOS,MG
353410,ORIENTE,SP
353420,ORINDIÚVA,SP
150530,ORIXIMINÁ,PA
314587,ORIZÂNIA,MG
521530,ORIZONA,GO
353430,ORLÂNDIA,SP
421170,ORLEANS,SC
260970,OROBÓ,PE
260980,OROCÓ,PE
230950,ORÓS,CE
411730,ORTIGUEIRA,PR
353440,OSASCO,SP
353450,OSCAR BRESSANE,SP
431350,OSÓRIO,RS
353460,OSVALDO CRUZ,SP
421175,OTACÍLIO COSTA,SC
150540,OURÉM,PA
292330,OURIÇANGAS,BA
260990,OURICURI,PE
150543,OURILÂNDIA DO NORTE,PA
353470,OURINHOS,SP
411740,OURIZONA,PR
421180,OURO,SC
270610,OURO BRANCO (AL),AL
314590,OURO BRANCO (MG),MG
240850,OURO BRANCO (RN),RN
314600,OURO FINO,MG
314610,OURO PRETO,MG
110015,OURO PRETO DO OESTE,RO
251060,OURO VELHO,PB
421185,OURO VERDE (SC),SC
353480,OURO VERDE (SP),SP
521540,OURO VERDE DE GOIÁS,GO
314620,OURO VERDE DE MINAS,MG
411745,OURO VERDE DO OESTE,PR
353475,OUROESTE,SP
292335,OUROLÂNDIA,BA
521550,OUVIDOR,GO
353490,PACAEMBU,SP
150548,PACAJÁ,PA
230960,PACAJUS,CE
140045,PACARAIMA,RR
230970,PACATUBA (CE),CE
280490,PACATUBA (SE),SE
210750,PAÇO DO LUMIAR,MA
230980,PACOTI,CE
230990,PACUJÁ,CE
521560,PADRE BERNARDO,GO
314625,PADRE CARVALHO,MG
220720,PADRE MARCOS,PI
314630,PADRE PARAÍSO,MG
220730,PAES LANDIM,PI
314655,PAI PEDRO,MG
421187,PAIAL,SC
411750,PAIÇANDU,PR
431360,PAIM FILHO,RS
314640,PAINEIRAS,MG
421189,PAINEL,SC
314650,PAINS,MG
314660,PAIVA,MG
220735,PAJEÚ DO PIAUÍ,PI
270620,PALESTINA (AL),AL
353500,PALESTINA (SP),SP
521565,PALESTINA DE GOIÁS,GO
150549,PALESTINA DO PARÁ,PA
231000,PALHANO,CE
421190,PALHOÇA,SC
314670,PALMA,MG
421200,PALMA SOLA,SC
231010,PALMÁCIA,CE
261000,PALMARES,PE
431365,PALMARES DO SUL,RS
353510,PALMARES PAULISTA,SP
411760,PALMAS (PR),PR
172100,PALMAS (TO),TO
292340,PALMAS DE MONTE ALTO,BA
411770,PALMEIRA (PR),PR
421205,PALMEIRA (SC),SC
353520,PALMEIRA D'OESTE,SP
431370,PALMEIRA DAS MISSÕES,RS
220740,PALMEIRA DO PIAUÍ,PI
270630,PALMEIRA DOS ÍNDIOS,AL
220750,PALMEIRAIS,PI
210760,PALMEIRÂNDIA,MA
171570,PALMEIRANTE,TO
292350,PALMEIRAS,BA
521570,PALMEIRAS DE GOIÁS,GO
171380,PALMEIRAS DO TOCANTINS,TO
261010,PALMEIRINA,PE
171575,PALMEIRÓPOLIS,TO
521580,PALMELO,GO
521590,PALMINÓPOLIS,GO
411780,PALMITAL (PR),PR
353530,PALMITAL (SP),SP
431380,PALMITINHO,RS
421210,PALMITOS,SC
314675,PALMÓPOLIS,MG
411790,PALOTINA,PR
521600,PANAMÁ,GO
431390,PANAMBI,RS
320400,PANCAS,ES
261020,PANELAS,PE
353540,PANORAMA,SP
431395,PANTANO GRANDE,RS
270640,PÃO DE AÇÚCAR,AL
314690,PAPAGAIOS,MG
421220,PAPANDUVA,SC
220755,PAQUETÁ,PI
314710,PARÁ DE MINAS,MG
330360,PARACAMBI,RJ
314700,PARACATU,MG
231020,PARACURU,CE
150550,PARAGOMINAS,PA
314720,PARAGUAÇU,MG
353550,PARAGUAÇU PAULISTA,SP
431400,PARAÍ,RS
330370,PARAÍBA DO SUL,RJ
210770,PARAIBANO,MA
353560,PARAIBUNA,SP
231025,PARAIPABA,CE
421223,PARAÍSO (SC),SC
353570,PARAÍSO (SP),SP
500627,PARAÍSO DAS ÁGUAS,MS
411800,PARAÍSO DO NORTE,PR
431402,PARAÍSO DO SUL,RS
171610,PARAÍSO DO TOCANTINS,TO
314730,PARAISÓPOLIS,MG
231030,PARAMBU,CE
292360,PARAMIRIM,BA
231040,PARAMOTI,CE
240860,PARANÁ,RN
171620,PARANÃ,TO
411810,PARANACITY,PR
411820,PARANAGUÁ,PR
500630,PARANAÍBA,MS
521630,PARANAIGUARA,GO
510629,PARANAÍTA,MT
353580,PARANAPANEMA,SP
411830,PARANAPOEMA,PR
353590,PARANAPUÃ,SP
261030,PARANATAMA,PE
510630,PARANATINGA,MT
411840,PARANAVAÍ,PR
500635,PARANHOS,MS
314740,PARAOPEBA,MG
353600,PARAPUÃ,SP
251065,PARARI,PB
292370,PARATINGA,BA
330380,PARATY,RJ
240870,PARAÚ,RN
150553,PARAUAPEBAS,PA
521640,PARAÚNA,GO
240880,PARAZINHO,RN
353610,PARDINHO,SP
431403,PARECI NOVO,RS
110145,PARECIS,RO
240890,PARELHAS,RN
270642,PARICONHA,AL
130340,PARINTINS,AM
292380,PARIPIRANGA,BA
270644,PARIPUEIRA,AL
353620,PARIQUERA-AÇU,SP
353625,PARISI,SP
220760,PARNAGUÁ,PI
220770,PARNAÍBA,PI
261040,PARNAMIRIM (PE),PE
240325,PARNAMIRIM (RN),RN
210780,PARNARAMA,MA
431405,PAROBÉ,RS
240910,PASSA E FICA,RN
314760,PASSA QUATRO,MG
431406,PASSA SETE,RS
314770,PASSA TEMPO,MG
314780,PASSA VINTE,MG
314750,PASSABÉM,MG
251070,PASSAGEM (PB),PB
240920,PASSAGEM (RN),RN
210790,PASSAGEM FRANCA,MA
220775,PASSAGEM FRANCA DO PIAUÍ,PI
261050,PASSIRA,PE
270650,PASSO DE CAMARAGIBE,AL
421225,PASSO DE TORRES,SC
431407,PASSO DO SOBRADO,RS
431410,PASSO FUNDO,RS
314790,PASSOS,MG
421227,PASSOS MAIA,SC
210800,PASTOS BONS,MA
314795,PATIS,MG
411845,PATO BRAGADO,PR
411850,PATO BRANCO,PR
251080,PATOS,PB
314800,PATOS DE MINAS,MG
220777,PATOS DO PIAUÍ,PI
314810,PATROCÍNIO,MG
314820,PATROCÍNIO DO MURIAÉ,MG
353630,PATROCÍNIO PAULISTA,SP
240930,PATU,RN
330385,PATY DO ALFERES,RJ
292390,PAU BRASIL,BA
150555,PAU D'ARCO (PA),PA
171630,PAU D'ARCO (TO),TO
220779,PAU D'ARCO DO PIAUÍ,PI
240940,PAU DOS FERROS,RN
261060,PAUDALHO,PE
130350,PAUINI,AM
314830,PAULA CÂNDIDO,MG
411860,PAULA FREITAS,PR
353640,PAULICÉIA,SP
353650,PAULÍNIA,SP
210805,PAULINO NEVES,MA
251090,PAULISTA (PB),PB
261070,PAULISTA (PE),PE
220780,PAULISTANA,PI
353657,PAULISTÂNIA,SP
314840,PAULISTAS,MG
292400,PAULO AFONSO,BA
431413,PAULO BENTO,RS
353660,PAULO DE FARIA,SP
411870,PAULO FRONTIN,PR
270660,PAULO JACINTO,AL
421230,PAULO LOPES,SC
210810,PAULO RAMOS,MA
314850,PAVÃO,MG
431415,PAVERAMA,RS
220785,PAVUSSU,PI
292405,PÉ DE SERRA,BA
411880,PEABIRU,PR
314860,PEÇANHA,MG
353670,PEDERNEIRAS,SP
261080,PEDRA,PE
314870,PEDRA AZUL,MG
353680,PEDRA BELA,SP
314875,PEDRA BONITA,MG
231050,PEDRA BRANCA (CE),CE
251100,PEDRA BRANCA (PB),PB
160015,PEDRA BRANCA DO AMAPARI,AP
314880,PEDRA DO ANTA,MG
314890,PEDRA DO INDAIÁ,MG
314900,PEDRA DOURADA,MG
240950,PEDRA GRANDE,RN
251110,PEDRA LAVRADA,PB
280500,PEDRA MOLE,SE
510637,PEDRA PRETA (MT),MT
240960,PEDRA PRETA (RN),RN
314910,PEDRALVA,MG
353690,PEDRANÓPOLIS,SP
292410,PEDRÃO,BA
431417,PEDRAS ALTAS,RS
251120,PEDRAS DE FOGO,PB
314915,PEDRAS DE MARIA DA CRUZ,MG
421240,PEDRAS GRANDES,SC
353700,PEDREGULHO,SP
353710,PEDREIRA,SP
210820,PEDREIRAS,MA
280510,PEDRINHAS,SE
353715,PEDRINHAS PAULISTA,SP
314920,PEDRINÓPOLIS,MG
171650,PEDRO AFONSO,TO
292420,PEDRO ALEXANDRE,BA
240970,PEDRO AVELINO,RN
320405,PEDRO CANÁRIO,ES
353720,PEDRO DE TOLEDO,SP
210825,PEDRO DO ROSÁRIO,MA
500640,PEDRO GOMES,MS
220790,PEDRO II,PI
220793,PEDRO LAURENTINO,PI
314930,PEDRO LEOPOLDO,MG
431420,PEDRO OSÓRIO,RS
251272,PEDRO RÉGIS,PB
314940,PEDRO TEIXEIRA,MG
240980,PEDRO VELHO,RN
171660,PEIXE,TO
150560,PEIXE-BOI,PA
510642,PEIXOTO DE AZEVEDO,MT
431430,PEJUÇARA,RS
431440,PELOTAS,RS
231060,PENAFORTE,CE
210830,PENALVA,MA
353730,PENÁPOLIS,SP
240990,PENDÊNCIAS,RN
270670,PENEDO,AL
421250,PENHA,SC
231070,PENTECOSTE,CE
314950,PEQUERI,MG
314960,PEQUI,MG
171665,PEQUIZEIRO,TO
314970,PERDIGÃO,MG
314980,PERDIZES,MG
314990,PERDÕES,MG
353740,PEREIRA BARRETO,SP
353750,PEREIRAS,SP
231080,PEREIRO,CE
210840,PERI MIRIM,MA
314995,PERIQUITO,MG
421260,PERITIBA,SC
210845,PERITORÓ,MA
411885,PEROBAL,PR
411890,PÉROLA,PR
411900,PÉROLA D'OESTE,PR
521645,PEROLÂNDIA,GO
353760,PERUÍBE,SP
315000,PESCADOR,MG
421265,PESCARIA BRAVA,SC
261090,PESQUEIRA,PE
261100,PETROLÂNDIA (PE),PE
421270,PETROLÂNDIA (SC),SC
261110,PETROLINA,PE
521680,PETROLINA DE GOIÁS,GO
330390,PETRÓPOLIS,RJ
270680,PIAÇABUÇU,AL
353770,PIACATU,SP
251130,PIANCÓ,PB
292430,PIATÃ,BA
315010,PIAU,MG
431442,PICADA CAFÉ,RS
150563,PIÇARRA,PA
220800,PICOS,PI
251140,PICUÍ,PB
353780,PIEDADE,SP
315015,PIEDADE DE CARATINGA,MG
315020,PIEDADE DE PONTE NOVA,MG
315030,PIEDADE DO RIO GRANDE,MG
315040,PIEDADE DOS GERAIS,MG
411910,PIÊN,PR
292440,PILÃO ARCADO,BA
270690,PILAR (AL),AL
251150,PILAR (PB),PB
521690,PILAR DE GOIÁS,GO
353790,PILAR DO SUL,SP
251160,PILÕES (PB),PB
241000,PILÕES (RN),RN
251170,PILÕEZINHOS,PB
315050,PIMENTA,MG
110018,PIMENTA BUENO,RO
220810,PIMENTEIRAS,PI
110146,PIMENTEIRAS DO OESTE,RO
292450,PINDAÍ,BA
353800,PINDAMONHANGABA,SP
210850,PINDARÉ-MIRIM,MA
270700,PINDOBA,AL
292460,PINDOBAÇU,BA
353810,PINDORAMA,SP
171700,PINDORAMA DO TOCANTINS,TO
231085,PINDORETAMA,CE
315053,PINGO D'ÁGUA,MG
411915,PINHAIS,PR
431445,PINHAL,RS
431446,PINHAL DA SERRA,RS
411925,PINHAL DE SÃO BENTO,PR
431447,PINHAL GRANDE,RS
411920,PINHALÃO,PR
421290,PINHALZINHO (SC),SC
353820,PINHALZINHO (SP),SP
411930,PINHÃO (PR),PR
280520,PINHÃO (SE),SE
330395,PINHEIRAL,RJ
431449,PINHEIRINHO DO VALE,RS
210860,PINHEIRO,MA
431450,PINHEIRO MACHADO,RS
421300,PINHEIRO PRETO,SC
320410,PINHEIROS,ES
292465,PINTADAS,BA
431454,PINTO BANDEIRA,RS
315057,PINTÓPOLIS,MG
220820,PIO IX,PI
210870,PIO XII,MA
353830,PIQUEROBI,SP
231090,PIQUET CARNEIRO,CE
353850,PIQUETE,SP
353860,PIRACAIA,SP
521710,PIRACANJUBA,GO
315060,PIRACEMA,MG
353870,PIRACICABA,SP
220830,PIRACURUCA,PI
330400,PIRAÍ,RJ
292467,PIRAÍ DO NORTE,BA
411940,PIRAÍ DO SUL,PR
353880,PIRAJU,SP
315070,PIRAJUBA,MG
353890,PIRAJUÍ,SP
280530,PIRAMBU,SE
315080,PIRANGA,MG
353900,PIRANGI,SP
315090,PIRANGUÇU,MG
315100,PIRANGUINHO,MG
270710,PIRANHAS (AL),AL
521720,PIRANHAS (GO),GO
210880,PIRAPEMAS,MA
315110,PIRAPETINGA,MG
431455,PIRAPÓ,RS
315120,PIRAPORA,MG
353910,PIRAPORA DO BOM JESUS,SP
353920,PIRAPOZINHO,SP
411950,PIRAQUARA,PR
171720,PIRAQUÊ,TO
353930,PIRASSUNUNGA,SP
431460,PIRATINI,RS
353940,PIRATININGA,SP
421310,PIRATUBA,SC
315130,PIRAÚBA,MG
521730,PIRENÓPOLIS,GO
521740,PIRES DO RIO,GO
231095,PIRES FERREIRA,CE
292470,PIRIPÁ,BA
220840,PIRIPIRI,PI
292480,PIRITIBA,BA
251180,PIRPIRITUBA,PB
411960,PITANGA,PR
411965,PITANGUEIRAS (PR),PR
353950,PITANGUEIRAS (SP),SP
315140,PITANGUI,MG
251190,PITIMBU,PB
171750,PIUM,TO
320420,PIÚMA,ES
315150,PIUMHI,MG
150565,PLACAS,PA
120038,PLÁCIDO DE CASTRO,AC
521760,PLANALTINA,GO
411970,PLANALTINA DO PARANÁ,PR
292490,PLANALTINO,BA
292500,PLANALTO (BA),BA
411980,PLANALTO (PR),PR
431470,PLANALTO (RS),RS
353960,PLANALTO (SP),SP
421315,PLANALTO ALEGRE,SC
510645,PLANALTO DA SERRA,MT
315160,PLANURA,MG
353970,PLATINA,SP
353980,POÁ,SP
261120,POÇÃO,PE
210890,POÇÃO DE PEDRAS,MA
251200,POCINHOS,PB
241010,POÇO BRANCO,RN
251203,POÇO DANTAS,PB
431475,POÇO DAS ANTAS,RS
270720,POÇO DAS TRINCHEIRAS,AL
251207,POÇO DE JOSÉ DE MOURA,PB
315170,POÇO FUNDO,MG
280540,POÇO REDONDO,SE
280550,POÇO VERDE,SE
292510,POÇÕES,BA
510650,POCONÉ,MT
315180,POÇOS DE CALDAS,MG
315190,POCRANE,MG
292520,POJUCA,BA
353990,POLONI,SP
251210,POMBAL,PB
261130,POMBOS,PE
421320,POMERODE,SC
354000,POMPÉIA,SP
315200,POMPÉU,MG
354010,PONGAÍ,SP
150570,PONTA DE PEDRAS,PA
411990,PONTA GROSSA,PR
500660,PONTA PORÃ,MS
354020,PONTAL,SP
510665,PONTAL DO ARAGUAIA,MT
411995,PONTAL DO PARANÁ,PR
521770,PONTALINA,GO
354025,PONTALINDA,SP
431477,PONTÃO,RS
421330,PONTE ALTA,SC
171780,PONTE ALTA DO BOM JESUS,TO
421335,PONTE ALTA DO NORTE,SC
171790,PONTE ALTA DO TOCANTINS,TO
510670,PONTE BRANCA,MT
315210,PONTE NOVA,MG
431478,PONTE PRETA,RS
421340,PONTE SERRADA,SC
510675,PONTES E LACERDA,MT
354030,PONTES GESTAL,SP
320425,PONTO BELO,ES
315213,PONTO CHIQUE,MG
315217,PONTO DOS VOLANTES,MG
292525,PONTO NOVO,BA
354040,POPULINA,SP
231100,PORANGA,CE
354050,PORANGABA,SP
521800,PORANGATU,GO
330410,PORCIÚNCULA,RJ
412000,PORECATU,PR
241020,PORTALEGRE,RN
431480,PORTÃO,RS
521805,PORTEIRÃO,GO
231110,PORTEIRAS,CE
315220,PORTEIRINHA,MG
150580,PORTEL,PA
521810,PORTELÂNDIA,GO
220850,PORTO,PI
120080,PORTO ACRE,AC
431490,PORTO ALEGRE,RS
510677,PORTO ALEGRE DO NORTE,MT
220855,PORTO ALEGRE DO PIAUÍ,PI
171800,PORTO ALEGRE DO TOCANTINS,TO
412010,PORTO AMAZONAS,PR
412015,PORTO BARREIRO,PR
421350,PORTO BELO,SC
270730,PORTO CALVO,AL
280560,PORTO DA FOLHA,SE
150590,PORTO DE MOZ,PA
270740,PORTO DE PEDRAS,AL
241025,PORTO DO MANGUE,RN
510680,PORTO DOS GAÚCHOS,MT
510682,PORTO ESPERIDIÃO,MT
510685,PORTO ESTRELA,MT
354060,PORTO FELIZ,SP
354070,PORTO FERREIRA,SP
315230,PORTO FIRME,MG
210900,PORTO FRANCO,MA
160053,PORTO GRANDE,AP
431500,PORTO LUCENA,RS
431505,PORTO MAUÁ,RS
500690,PORTO MURTINHO,MS
171820,PORTO NACIONAL,TO
330411,PORTO REAL,RJ
270750,PORTO REAL DO COLÉGIO,AL
412020,PORTO RICO,PR
210905,PORTO RICO DO MARANHÃO,MA
292530,PORTO SEGURO,BA
421360,PORTO UNIÃO,SC
110020,PORTO VELHO,RO
431507,PORTO VERA CRUZ,RS
412030,PORTO VITÓRIA,PR
120039,PORTO WALTER,AC
431510,PORTO XAVIER,RS
521830,POSSE,GO
315240,POTÉ,MG
231120,POTENGI,CE
354075,POTIM,SP
292540,POTIRAGUÁ,BA
354080,POTIRENDABA,SP
231123,POTIRETAMA,CE
315250,POUSO ALEGRE,MG
315260,POUSO ALTO,MG
431513,POUSO NOVO,RS
421370,POUSO REDONDO,SC
510700,POXORÉU,MT
354085,PRACINHA,SP
160055,PRACUÚBA,AP
292550,PRADO,BA
412033,PRADO FERREIRA,PR
354090,PRADÓPOLIS,SP
315270,PRADOS,MG
421380,PRAIA GRANDE (SC),SC
354100,PRAIA GRANDE (SP),SP
171830,PRAIA NORTE,TO
150600,PRAINHA,PA
412035,PRANCHITA,PR
315280,PRATA (MG),MG
251220,PRATA (PB),PB
220860,PRATA DO PIAUÍ,PI
354105,PRATÂNIA,SP
315290,PRATÁPOLIS,MG
315300,PRATINHA,MG
354110,PRESIDENTE ALVES,SP
315310,PRESIDENTE BERNARDES (MG),MG
354120,PRESIDENTE BERNARDES (SP),SP
421390,PRESIDENTE CASTELLO BRANCO,SC
412040,PRESIDENTE CASTELO BRANCO,PR
292560,PRESIDENTE DUTRA (BA),BA
210910,PRESIDENTE DUTRA (MA),MA
354130,PRESIDENTE EPITÁCIO,SP
130353,PRESIDENTE FIGUEIREDO,AM
421400,PRESIDENTE GETÚLIO,SC
292570,PRESIDENTE JÂNIO QUADROS,BA
210920,PRESIDENTE JUSCELINO (MA),MA
315320,PRESIDENTE JUSCELINO (MG),MG
320430,PRESIDENTE KENNEDY (ES),ES
171840,PRESIDENTE KENNEDY (TO),TO
315330,PRESIDENTE KUBITSCHEK,MG
431514,PRESIDENTE LUCENA,RS
210923,PRESIDENTE MÉDICI (MA),MA
110025,PRESIDENTE MÉDICI (RO),RO
421410,PRESIDENTE NEREU,SC
315340,PRESIDENTE OLEGÁRIO,MG
354140,PRESIDENTE PRUDENTE,SP
210927,PRESIDENTE SARNEY,MA
292575,PRESIDENTE TANCREDO NEVES,BA
210930,PRESIDENTE VARGAS,MA
354150,PRESIDENTE VENCESLAU,SP
150610,PRIMAVERA (PA),PA
261140,PRIMAVERA (PE),PE
110147,PRIMAVERA DE RONDÔNIA,RO
510704,PRIMAVERA DO LESTE,MT
210940,PRIMEIRA CRUZ,MA
412050,PRIMEIRO DE MAIO,PR
421415,PRINCESA,SC
251230,PRINCESA ISABEL,PB
521839,PROFESSOR JAMIL,GO
431515,PROGRESSO,RS
354160,PROMISSÃO,SP
280570,PROPRIÁ,SE
431517,PROTÁSIO ALVES,RS
315360,PRUDENTE DE MORAIS,MG
412060,PRUDENTÓPOLIS,PR
171845,PUGMIL,TO
241040,PUREZA,RN
431520,PUTINGA,RS
251240,PUXINANÃ,PB
354165,QUADRA,SP
431530,QUARAÍ,RS
315370,QUARTEL GERAL,MG
412065,QUARTO CENTENÁRIO,PR
354170,QUATÁ,SP
412070,QUATIGUÁ,PR
150611,QUATIPURU,PA
330412,QUATIS,RJ
412080,QUATRO BARRAS,PR
431531,QUATRO IRMÃOS,RS
412085,QUATRO PONTES,PR
270760,QUEBRANGULO,AL
412090,QUEDAS DO IGUAÇU,PR
220865,QUEIMADA NOVA,PI
292580,QUEIMADAS (BA),BA
251250,QUEIMADAS (PB),PB
330414,QUEIMADOS,RJ
354180,QUEIROZ,SP
354190,QUELUZ,SP
315380,QUELUZITO,MG
510706,QUERÊNCIA,MT
412100,QUERÊNCIA DO NORTE,PR
431532,QUEVEDOS,RS
292590,QUIJINGUE,BA
421420,QUILOMBO,SC
412110,QUINTA DO SOL,PR
354200,QUINTANA,SP
431535,QUINZE DE NOVEMBRO,RS
261150,QUIPAPÁ,PE
521850,QUIRINÓPOLIS,GO
330415,QUISSAMÃ,RJ
412120,QUITANDINHA,PR
231126,QUITERIANÓPOLIS,CE
251260,QUIXABA (PB),PB
261153,QUIXABA (PE),PE
292593,QUIXABEIRA,BA
231130,QUIXADÁ,CE
231135,QUIXELÔ,CE
231140,QUIXERAMOBIM,CE
231150,QUIXERÉ,CE
241050,RAFAEL FERNANDES,RN
241060,RAFAEL GODEIRO,RN
292595,RAFAEL JAMBEIRO,BA
354210,RAFARD,SP
412125,RAMILÂNDIA,PR
354220,RANCHARIA,SP
412130,RANCHO ALEGRE,PR
412135,RANCHO ALEGRE D'OESTE,PR
421430,RANCHO QUEIMADO,SC
210945,RAPOSA,MA
315390,RAPOSOS,MG
315400,RAUL SOARES,MG
412140,REALEZA,PR
412150,REBOUÇAS,PR
261160,RECIFE,PE
315410,RECREIO,MG
171850,RECURSOLÂNDIA,TO
231160,REDENÇÃO (CE),CE
150613,REDENÇÃO (PA),PA
354230,REDENÇÃO DA SERRA,SP
220870,REDENÇÃO DO GURGUÉIA,PI
431540,REDENTORA,RS
315415,REDUTO,MG
220880,REGENERAÇÃO,PI
354240,REGENTE FEIJÓ,SP
354250,REGINÓPOLIS,SP
354260,REGISTRO,SP
431545,RELVADO,RS
292600,REMANSO,BA
251270,REMÍGIO,PB
412160,RENASCENÇA,PR
231170,RERIUTABA,CE
330420,RESENDE,RJ
315420,RESENDE COSTA,MG
412170,RESERVA,PR
510715,RESERVA DO CABAÇAL,MT
412175,RESERVA DO IGUAÇU,PR
315430,RESPLENDOR,MG
315440,RESSAQUINHA,MG
354270,RESTINGA,SP
431550,RESTINGA SÊCA,RS
292610,RETIROLÂNDIA,BA
210950,RIACHÃO (MA),MA
251274,RIACHÃO (PB),PB
292620,RIACHÃO DAS NEVES,BA
251275,RIACHÃO DO BACAMARTE,PB
280580,RIACHÃO DO DANTAS,SE
292630,RIACHÃO DO JACUÍPE,BA
251276,RIACHÃO DO POÇO,PB
315445,RIACHINHO (MG),MG
171855,RIACHINHO (TO),TO
241070,RIACHO DA CRUZ,RN
261170,RIACHO DAS ALMAS,PE
292640,RIACHO DE SANTANA (BA),BA
241080,RIACHO DE SANTANA (RN),RN
251278,RIACHO DE SANTO ANTÔNIO,PB
251280,RIACHO DOS CAVALOS,PB
315450,RIACHO DOS MACHADOS,MG
220885,RIACHO FRIO,PI
241090,RIACHUELO (RN),RN
280590,RIACHUELO (SE),SE
521860,RIALMA,GO
521870,RIANÁPOLIS,GO
210955,RIBAMAR FIQUENE,MA
500710,RIBAS DO RIO PARDO,MS
354280,RIBEIRA,SP
292650,RIBEIRA DO AMPARO,BA
220887,RIBEIRA DO PIAUÍ,PI
292660,RIBEIRA DO POMBAL,BA
261180,RIBEIRÃO,PE
354290,RIBEIRÃO BONITO,SP
354300,RIBEIRÃO BRANCO,SP
510718,RIBEIRÃO CASCALHEIRA,MT
412180,RIBEIRÃO CLARO,PR
354310,RIBEIRÃO CORRENTE,SP
315460,RIBEIRÃO DAS NEVES,MG
292665,RIBEIRÃO DO LARGO,BA
412190,RIBEIRÃO DO PINHAL,PR
354320,RIBEIRÃO DO SUL,SP
354323,RIBEIRÃO DOS ÍNDIOS,SP
354325,RIBEIRÃO GRANDE,SP
354330,RIBEIRÃO PIRES,SP
354340,RIBEIRÃO PRETO,SP
315470,RIBEIRÃO VERMELHO,MG
510719,RIBEIRÃOZINHO,MT
220890,RIBEIRO GONÇALVES,PI
280600,RIBEIRÓPOLIS,SE
354360,RIFAINA,SP
354370,RINCÃO,SP
354380,RINÓPOLIS,SP
315480,RIO ACIMA,MG
412200,RIO AZUL,PR
320435,RIO BANANAL,ES
412210,RIO BOM,PR
330430,RIO BONITO,RJ
412215,RIO BONITO DO IGUAÇU,PR
120040,RIO BRANCO (AC),AC
510720,RIO BRANCO (MT),MT
412217,RIO BRANCO DO IVAÍ,PR
412220,RIO BRANCO DO SUL,PR
500720,RIO BRILHANTE,MS
315490,RIO CASCA,MG
330440,RIO CLARO (RJ),RJ
354390,RIO CLARO (SP),SP
110026,RIO CRESPO,RO
